TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Jim Williams,hasDescriptiveOccupation,Sawyer,45,50,0.6305555555555555,0.0,18,23,0.5060263653483993,0.0
Jim Williams,hasFirstName,Jim,63,71,0.7983091787439612,0.0,11,13,0.5707070707070706,0.0
Jim Williams,hasName,Jim Williams,58,61,0.8039215686274509,0.0,41,80,0.579823660332135,0.368023208756115
Jim Williams,hasParticipantRole,Registered Person,84,86,0.9066666666666666,0.0,26,30,0.6040591675266597,0.0
Jim Williams,hasPersonStatus,Free Person,57,57,0.6628019323671497,0.0,25,31,0.5980920314253647,0.0
Jim Williams,hasSex,Male,80,100,0.8888888888888888,1.0,22,25,0.6059322033898306,0.0
Jim Williams,hasSurname,Williams,65,67,0.8253968253968255,0.0,40,100,0.6596320346320347,0.6348087971775132
Jim Williams,instance of,Person,36,41,0.5774410774410774,0.0,17,20,0.5932914046121592,0.0
