TSV Subject,TSV Predicate,TSV Value,Predicate FuzzyWuzzy Ratio,Predicate FuzzyWuzzy Token Set Ratio,Predicate Jaro-Winkler Similarity,Predicate Cosine Similarity,Value FuzzyWuzzy Ratio,Value FuzzyWuzzy Token Set Ratio,Value Jaro-Winkler Similarity,Value Cosine Similarity
Oscar James Dunn,hasDescription,Free before 13th Amendment.,58,60,0.6870525988173046,0.0,29,59,0.5360440150295223,0.1031020941619155
Oscar James Dunn,hasDescriptiveOccupation,Political Figure,63,65,0.6662267471091,0.0,30,100,0.533531746031746,0.3179976616659477
Oscar James Dunn,hasFirstName,Oscar James,83,86,0.9019607843137256,0.0,55,100,0.6445536445536445,0.7090528735856639
Oscar James Dunn,hasName,Oscar James Dunn,78,82,0.8787878787878788,0.0,71,100,0.7464080459770116,0.9266368211041917
Oscar James Dunn,hasParticipantRole,Child,88,90,0.927536231884058,0.0,10,15,0.6052083333333333,0.0
Oscar James Dunn,hasParticipantRole,Deceased Person,88,90,0.927536231884058,0.0,32,57,0.5876811594202899,0.1272589870097525
Oscar James Dunn,hasSex,Male,75,80,0.8666666666666667,0.0,21,100,0.5905797101449276,0.335175743327926
Oscar James Dunn,hasSurname,Dunn,83,87,0.9047619047619048,0.0,24,100,0.6956521739130435,0.6348087971775132
Oscar James Dunn,instance of,Person,36,37,0.5774410774410774,0.0,23,100,0.5772946859903382,0.2195109508086083
