Moses Roper	instance of	Person
Moses Roper	hasSex	Male
Moses Roper	hasParticipantRole	Child
Moses Roper	hasParticipantRole	Deceased Person
Moses Roper	hasDescriptiveOccupation	Farmer
Moses Roper	hasDescriptiveOccupation	Slave
Moses Roper	hasDescriptiveOccupation	Abolitionist
Moses Roper	hasDescriptiveOccupation	Fugitive Slave
Moses Roper	hasDescriptiveOccupation	Autobiographer / Memoirist
Moses Roper	hasDescriptiveOccupation	Slave Narrative Author
Moses Roper	hasFirstName	Moses
Moses Roper	hasSurname	Roper
Moses Roper	hasName	Moses Roper
Moses Roper	hasDescription	Enslaved. Free before 13th Amendment. He escaped to the north via the "maritime Underground Railroad" and then traveled to England in 1835, where he became a lecturer and author.
