Denmark Vesey	instance of	Person
Denmark Vesey	hasSex	Male
Denmark Vesey	hasParticipantRole	Child
Denmark Vesey	hasParticipantRole	Deceased Person
Denmark Vesey	hasDescriptiveOccupation	Carpenter
Denmark Vesey	hasDescriptiveOccupation	Slave
Denmark Vesey	hasDescriptiveOccupation	Sailor (Trading Vessel)
Denmark Vesey	hasDescriptiveOccupation	Abolitionist
Denmark Vesey	hasDescriptiveOccupation	Slave Revolt Leader
Denmark Vesey	hasFirstName	Denmark
Denmark Vesey	hasSurname	Vesey
Denmark Vesey	hasName	Denmark Vesey
Denmark Vesey	hasDescription	Enslaved. Free before 13th Amendment. Likely born on the Caribbean sugar island of Saint Thomas, Denmark Vesey also experienced slavery in the U.S. before gaining his freedom. In 1822 Vesey planned an uprising but was caught and hanged with five followers.
