Lott Cary	instance of	Person
Lott Cary	hasSex	Male
Lott Cary	hasParticipantRole	Child
Lott Cary	hasParticipantRole	Deceased Person
Lott Cary	hasDescriptiveOccupation	Slave
Lott Cary	hasDescriptiveOccupation	Missionary
Lott Cary	hasDescriptiveOccupation	Baptist Clergy
Lott Cary	hasFirstName	Lott
Lott Cary	hasSurname	Cary
Lott Cary	hasName	Lott Cary
Lott Cary	hasDescription	Enslaved. Free before 13th Amendment. A Baptist preacher who served as a missionary in Liberia and in 1828 was appointed acting governor of the more than 1,200 settlers.
