Scipio Moorhead	instance of	Person
Scipio Moorhead	hasSex	Male
Scipio Moorhead	hasParticipantRole	Child
Scipio Moorhead	hasParticipantRole	Deceased Person
Scipio Moorhead	hasDescriptiveOccupation	Engraver
Scipio Moorhead	hasDescriptiveOccupation	Painter
Scipio Moorhead	hasDescriptiveOccupation	Slave
Scipio Moorhead	hasFirstName	Scipio
Scipio Moorhead	hasSurname	Moorhead
Scipio Moorhead	hasName	Scipio Moorhead
Scipio Moorhead	hasDescription	Enslaved. One of the first African American painters, Moorhead is best known for his engraving of Phillis Wheatley. Also a poet.
