Bose Ikard	instance of	Person
Bose Ikard	hasSex	Male
Bose Ikard	hasParticipantRole	Child
Bose Ikard	hasParticipantRole	Deceased Person
Bose Ikard	hasDescriptiveOccupation	Cowboy
Bose Ikard	hasDescriptiveOccupation	Slave
Bose Ikard	hasDescriptiveOccupation	Freedman / Freedwoman
Bose Ikard	hasFirstName	Bose
Bose Ikard	hasSurname	Ikard
Bose Ikard	hasName	Bose Ikard
Bose Ikard	hasDescription	Born Enslaved. A cattle driver on the Ikard-Goodnight Trail who was inducted to the Texas Trail of Fame in 1997.
