Salem Poor	instance of	Person
Salem Poor	hasSex	Male
Salem Poor	hasParticipantRole	Child
Salem Poor	hasParticipantRole	Deceased Person
Salem Poor	hasDescriptiveOccupation	Slave
Salem Poor	hasDescriptiveOccupation	Soldier
Salem Poor	hasDescriptiveOccupation	War Hero
Salem Poor	hasFirstName	Salem
Salem Poor	hasSurname	Poor
Salem Poor	hasName	Salem Poor
Salem Poor	hasDescription	Enslaved. Free before 13th Amendment. Fought so valiantly at the Battle of Bunker Hill that fourteen officers submitted a petition for him to be rewarded.
